month	carrier	airport	arr_delay	weather_delay	nas_delay
4	NK	ORD	very_long	long	medium	Delayed
4	NK	PBG	no_delay	no_delay	no_delay	OnTime
4	NK	PBI	no_delay	no_delay	no_delay	OnTime
4	OH	GSP	very_long	long	short	Delayed
4	OH	MGM	no_delay	no_delay	no_delay	OnTime
4	OH	SHV	very_long	no_delay	medium	Delayed
3	F9	PVD	very_long	no_delay	long	Delayed
3	G4	BLI	very_long	long	long	Delayed
3	G4	DAY	very_long	medium	long	Delayed
3	G4	GFK	medium	no_delay	medium	OnTime
3	G4	RFD	very_long	medium	long	Delayed
3	G4	SDF	very_long	no_delay	long	Delayed
3	G7	CID	long	medium	medium	OnTime
3	G7	DSM	very_long	no_delay	long	Delayed
3	G7	FSD	very_long	no_delay	medium	Delayed
3	HA	KOA	very_long	long	no_delay	Delayed
3	MQ	DAY	very_long	no_delay	very_long	Delayed
3	MQ	DEN	no_delay	no_delay	no_delay	OnTime
3	MQ	DLH	long	no_delay	medium	OnTime
3	MQ	DTW	very_long	no_delay	long	Delayed
3	MQ	GPT	very_long	no_delay	medium	Delayed
3	MQ	RIC	very_long	medium	long	Delayed
3	MQ	SUX	very_long	no_delay	long	Delayed
3	MQ	TXK	very_long	very_long	long	Delayed
3	NK	SEA	very_long	no_delay	very_long	Delayed
3	NK	STT	long	no_delay	medium	OnTime
3	NK	STX	long	no_delay	medium	OnTime
3	OH	ATL	very_long	no_delay	very_long	Delayed
3	OH	DTW	very_long	long	long	Delayed
3	OH	ILM	very_long	no_delay	very_long	Delayed
3	OH	TRI	long	medium	medium	OnTime
3	OH	TYS	very_long	no_delay	long	Delayed
3	OO	BOS	no_delay	no_delay	no_delay	OnTime
3	OO	CRP	very_long	short	medium	Delayed
3	OO	HOB	very_long	very_long	long	Delayed
3	OO	ILM	very_long	medium	short	Delayed
3	OO	LGA	very_long	very_long	very_long	Delayed
3	OO	MGM	very_long	long	long	Delayed
3	OO	MLI	long	no_delay	medium	OnTime
3	OO	MQT	very_long	long	medium	Delayed
3	OO	PIB	very_long	no_delay	medium	Delayed
3	OO	PRC	very_long	no_delay	medium	Delayed
3	OO	ROA	very_long	no_delay	medium	Delayed
3	OO	SJC	very_long	long	long	Delayed
3	OO	SJT	no_delay	no_delay	no_delay	OnTime
3	OO	SNA	very_long	long	long	Delayed
3	PT	AVL	no_delay	no_delay	no_delay	OnTime
3	PT	AVP	very_long	no_delay	medium	Delayed
3	PT	BHM	long	medium	medium	OnTime
3	PT	EVV	very_long	no_delay	long	Delayed
3	PT	OAJ	long	no_delay	short	OnTime
3	PT	ORF	no_delay	no_delay	no_delay	OnTime
3	QX	FAT	long	no_delay	long	OnTime
3	QX	SNA	long	no_delay	short	OnTime
3	UA	BIL	very_long	short	medium	Delayed
3	UA	BOS	very_long	medium	very_long	Delayed
3	UA	CLT	long	no_delay	no_delay	OnTime
3	UA	FSD	long	no_delay	no_delay	OnTime
3	UA	JAC	very_long	no_delay	long	Delayed
3	UA	SEA	very_long	medium	very_long	Delayed
3	WN	AMA	very_long	long	long	Delayed
3	WN	BUR	very_long	no_delay	very_long	Delayed
3	WN	CMH	very_long	no_delay	very_long	Delayed
3	WN	GEG	very_long	no_delay	long	Delayed
3	WN	IAD	very_long	no_delay	medium	Delayed
3	WN	ITO	very_long	no_delay	medium	Delayed
3	WN	LAX	very_long	medium	very_long	Delayed
3	WN	OKC	very_long	no_delay	very_long	Delayed
3	WN	ONT	very_long	medium	very_long	Delayed
3	WN	PHL	very_long	no_delay	very_long	Delayed
3	WN	SNA	very_long	no_delay	very_long	Delayed
3	YV	HSV	very_long	short	long	Delayed
3	YV	LCH	long	no_delay	no_delay	OnTime
3	YV	MRY	very_long	no_delay	medium	Delayed
3	YV	MSP	very_long	no_delay	very_long	Delayed
3	YV	STS	very_long	no_delay	long	Delayed
3	YX	BUF	medium	no_delay	medium	OnTime
3	YX	DFW	very_long	medium	very_long	Delayed
3	YX	EWR	nan	short	very_long	Delayed
3	ZW	ATW	very_long	no_delay	long	Delayed
3	ZW	AVP	very_long	short	short	Delayed
3	ZW	BNA	no_delay	no_delay	no_delay	OnTime
3	ZW	COU	very_long	no_delay	long	Delayed
3	ZW	EVV	long	no_delay	medium	OnTime
3	ZW	IND	very_long	no_delay	long	Delayed
3	ZW	TYS	very_long	no_delay	no_delay	Delayed
3	EV	ROA	medium	no_delay	no_delay	OnTime
3	F9	BNA	very_long	no_delay	long	Delayed
3	F9	FAT	no_delay	no_delay	no_delay	OnTime
3	F9	PDX	medium	no_delay	no_delay	OnTime
3	9E	GPT	very_long	medium	long	Delayed
3	9E	LIT	no_delay	no_delay	no_delay	OnTime
3	9E	MCI	very_long	no_delay	long	Delayed
3	9E	RDU	very_long	medium	very_long	Delayed
3	9E	SAT	medium	no_delay	medium	OnTime
3	9E	SDF	no_delay	no_delay	no_delay	OnTime
3	9E	SGF	very_long	no_delay	long	Delayed
3	AA	DTW	very_long	long	very_long	Delayed
3	AA	HNL	very_long	medium	very_long	Delayed
3	AA	MIA	nan	very_long	very_long	Delayed
3	AA	PNS	very_long	no_delay	medium	Delayed
3	AA	RDU	very_long	short	very_long	Delayed
3	AA	SFO	very_long	long	very_long	Delayed
3	AA	SMF	very_long	medium	very_long	Delayed
3	AA	TUL	very_long	medium	very_long	Delayed
3	AS	ATL	medium	no_delay	medium	OnTime
3	AS	DTW	very_long	no_delay	long	Delayed
3	AS	KTN	very_long	no_delay	very_long	Delayed
3	AS	SMF	very_long	short	long	Delayed
3	AX	FSD	very_long	no_delay	short	Delayed
3	B6	BTV	very_long	no_delay	medium	Delayed
3	B6	IAH	very_long	no_delay	long	Delayed
3	C5	BTV	very_long	no_delay	medium	Delayed
3	C5	PIT	long	no_delay	medium	OnTime
3	C5	SDF	no_delay	no_delay	no_delay	OnTime
3	CP	ABQ	very_long	no_delay	medium	Delayed
3	DL	FAR	long	no_delay	no_delay	OnTime
3	DL	GRB	very_long	no_delay	medium	Delayed
3	DL	IND	very_long	no_delay	long	Delayed
3	DL	JAC	very_long	medium	very_long	Delayed
3	DL	MIA	very_long	no_delay	very_long	Delayed
3	DL	MSO	very_long	no_delay	medium	Delayed
3	DL	ONT	very_long	no_delay	long	Delayed
3	DL	ORF	long	no_delay	medium	OnTime
3	DL	PHL	very_long	long	very_long	Delayed
3	DL	RSW	very_long	medium	very_long	Delayed
3	DL	STX	medium	no_delay	medium	OnTime
3	DL	TYS	very_long	no_delay	medium	Delayed
3	EV	CWA	no_delay	no_delay	no_delay	OnTime
3	EV	DCA	very_long	no_delay	very_long	Delayed
3	EV	ELP	very_long	medium	very_long	Delayed
3	EV	LGA	very_long	no_delay	very_long	Delayed
2	9E	BOS	very_long	short	very_long	Delayed
2	9E	BUF	very_long	medium	long	Delayed
2	9E	CAK	very_long	short	medium	Delayed
2	9E	CHO	very_long	very_long	very_long	Delayed
2	9E	DTW	nan	very_long	very_long	Delayed
2	9E	JAX	very_long	long	very_long	Delayed
2	9E	RST	very_long	no_delay	medium	Delayed
2	AA	DSM	very_long	no_delay	long	Delayed
2	AA	FAR	medium	no_delay	short	OnTime
2	AA	GUC	long	long	no_delay	OnTime
2	AA	JAC	very_long	short	medium	Delayed
2	AA	ORF	very_long	long	long	Delayed
2	AA	RNO	very_long	no_delay	long	Delayed
2	AA	SAN	very_long	long	very_long	Delayed
2	AA	SNA	very_long	medium	long	Delayed
2	AA	TPA	nan	very_long	very_long	Delayed
2	AS	ADQ	very_long	long	long	Delayed
2	AS	BUR	very_long	no_delay	long	Delayed
2	AS	LIH	very_long	no_delay	long	Delayed
2	AS	OKC	very_long	no_delay	long	Delayed
2	AX	ABQ	very_long	no_delay	very_long	Delayed
2	AX	DIK	very_long	long	long	Delayed
2	AX	ELP	very_long	no_delay	medium	Delayed
2	B6	BOS	nan	very_long	nan	Delayed
2	B6	JAX	very_long	no_delay	very_long	Delayed
2	B6	SWF	very_long	no_delay	long	Delayed
2	C5	MDT	very_long	very_long	medium	Delayed
2	CP	TUS	long	no_delay	no_delay	OnTime
2	DL	CID	long	short	no_delay	OnTime
2	DL	FSD	very_long	medium	long	Delayed
2	DL	HOU	very_long	very_long	long	Delayed
2	DL	MCO	nan	very_long	very_long	Delayed
2	DL	MYR	very_long	very_long	long	Delayed
2	DL	ORF	very_long	very_long	long	Delayed
2	DL	PHX	very_long	very_long	very_long	Delayed
2	DL	SFO	very_long	very_long	very_long	Delayed
2	EV	SAT	no_delay	no_delay	no_delay	OnTime
2	EV	SDF	very_long	medium	long	Delayed
2	F9	MKE	very_long	no_delay	very_long	Delayed
2	G4	ELM	very_long	very_long	no_delay	Delayed
2	G4	EWR	very_long	medium	long	Delayed
2	G4	PBI	very_long	no_delay	very_long	Delayed
2	G4	SFB	nan	very_long	very_long	Delayed
2	G4	VPS	very_long	medium	long	Delayed
2	G7	CID	very_long	short	medium	Delayed
2	G7	CVG	very_long	no_delay	very_long	Delayed
2	G7	ICT	very_long	medium	very_long	Delayed
2	G7	TUL	very_long	short	very_long	Delayed
2	G7	XNA	very_long	no_delay	very_long	Delayed
2	MQ	ACT	very_long	short	very_long	Delayed
2	MQ	EYW	very_long	long	very_long	Delayed
2	NK	BDL	very_long	no_delay	very_long	Delayed
2	NK	BWI	very_long	short	very_long	Delayed
2	NK	CRW	very_long	no_delay	medium	Delayed
2	NK	LGA	very_long	medium	very_long	Delayed
2	NK	OAK	very_long	no_delay	very_long	Delayed
2	NK	STX	long	no_delay	no_delay	OnTime
2	OH	CLT	nan	very_long	nan	Delayed
2	OH	ILM	very_long	medium	very_long	Delayed
2	OH	PHL	nan	very_long	very_long	Delayed
2	OH	RIC	very_long	long	very_long	Delayed
2	OH	SAV	nan	very_long	very_long	Delayed
2	OO	ABE	very_long	very_long	long	Delayed
2	OO	ATL	nan	nan	very_long	Delayed
2	OO	CLL	very_long	medium	medium	Delayed
2	OO	DAY	very_long	no_delay	very_long	Delayed
2	OO	ERI	very_long	very_long	medium	Delayed
2	OO	HDN	very_long	very_long	very_long	Delayed
2	OO	LAN	very_long	very_long	long	Delayed
2	OO	LBF	very_long	medium	long	Delayed
2	OO	LGA	very_long	very_long	very_long	Delayed
2	OO	PRC	very_long	no_delay	very_long	Delayed
2	OO	RAP	very_long	very_long	very_long	Delayed
2	OO	RHI	very_long	no_delay	no_delay	Delayed
2	OO	SLC	nan	very_long	very_long	Delayed
2	OO	TUS	very_long	very_long	very_long	Delayed
2	OO	XNA	very_long	short	very_long	Delayed
2	PT	RIC	very_long	medium	very_long	Delayed
2	QX	GEG	very_long	long	very_long	Delayed
2	UA	AUS	very_long	medium	very_long	Delayed
2	UA	BUR	very_long	no_delay	long	Delayed
2	UA	GEG	very_long	long	very_long	Delayed
2	UA	ONT	very_long	no_delay	long	Delayed
2	UA	PSP	very_long	medium	very_long	Delayed
2	UA	STT	very_long	medium	long	Delayed
2	WN	LAS	nan	very_long	very_long	Delayed
2	WN	RIC	very_long	no_delay	no_delay	Delayed
2	WN	SNA	very_long	short	very_long	Delayed
2	WN	TPA	nan	very_long	very_long	Delayed
2	YV	BUF	long	no_delay	no_delay	OnTime
2	YV	GRR	very_long	no_delay	long	Delayed
2	YV	GUC	very_long	no_delay	no_delay	Delayed
2	YV	LGB	very_long	no_delay	medium	Delayed
2	YV	MTJ	very_long	no_delay	long	Delayed
2	YV	RSW	long	no_delay	medium	OnTime
2	YV	SBA	very_long	no_delay	no_delay	Delayed
2	YV	STS	long	no_delay	short	OnTime
2	YV	TLH	long	no_delay	medium	OnTime
2	YX	ATL	very_long	very_long	very_long	Delayed
2	YX	BHM	long	no_delay	long	OnTime
2	YX	COS	no_delay	no_delay	no_delay	OnTime
2	YX	MFE	no_delay	no_delay	no_delay	OnTime
2	YX	OKC	very_long	no_delay	long	Delayed
2	YX	OMA	very_long	very_long	very_long	Delayed
2	YX	ORF	very_long	no_delay	long	Delayed
2	ZW	SAV	very_long	very_long	long	Delayed
1	9E	AEX	very_long	short	long	Delayed
1	9E	CHA	very_long	very_long	medium	Delayed
1	9E	LAN	very_long	very_long	long	Delayed
1	9E	MLI	very_long	medium	medium	Delayed
1	9E	MYR	long	short	medium	OnTime
1	9E	PHL	very_long	no_delay	long	Delayed
1	AA	BNA	very_long	medium	very_long	Delayed
1	AA	BOI	very_long	short	long	Delayed
1	AA	CLE	very_long	no_delay	medium	Delayed
1	AA	JAX	very_long	long	very_long	Delayed
1	AA	LIH	very_long	no_delay	long	Delayed
1	AA	MCI	very_long	very_long	very_long	Delayed
1	AA	SLC	very_long	very_long	very_long	Delayed
1	AS	FAI	very_long	no_delay	very_long	Delayed
1	AS	OME	very_long	long	medium	Delayed
1	AS	PIT	very_long	no_delay	medium	Delayed
1	AS	SIT	very_long	long	very_long	Delayed
1	AX	CID	very_long	no_delay	long	Delayed
1	AX	ELP	very_long	no_delay	long	Delayed
1	AX	EVV	long	no_delay	medium	OnTime
1	AX	FNT	very_long	short	long	Delayed
1	AX	GTF	medium	no_delay	short	OnTime
1	AX	ICT	very_long	short	no_delay	Delayed
1	B6	BUR	very_long	no_delay	medium	Delayed
1	B6	RIC	very_long	no_delay	medium	Delayed
1	CP	GEG	very_long	long	very_long	Delayed
1	CP	LAX	nan	very_long	very_long	Delayed
1	CP	OMA	very_long	no_delay	medium	Delayed
1	DL	BIS	very_long	no_delay	very_long	Delayed
1	DL	CID	medium	no_delay	no_delay	OnTime
1	DL	DAB	very_long	medium	short	Delayed
1	DL	ICT	long	no_delay	medium	OnTime
1	DL	JFK	nan	long	very_long	Delayed
1	DL	MEM	very_long	short	very_long	Delayed
1	DL	MTJ	medium	no_delay	no_delay	OnTime
1	DL	SAV	very_long	medium	long	Delayed
1	EV	PIT	very_long	no_delay	very_long	Delayed
1	EV	RDU	very_long	no_delay	medium	Delayed
1	EV	RIC	very_long	no_delay	very_long	Delayed
1	EV	VPS	long	no_delay	long	OnTime
1	EV	XNA	long	no_delay	long	OnTime
1	F9	ALB	very_long	no_delay	no_delay	Delayed
1	F9	BUF	very_long	no_delay	medium	Delayed
1	F9	GEG	very_long	no_delay	short	Delayed
1	F9	RNO	long	no_delay	no_delay	OnTime
1	F9	SRQ	very_long	no_delay	medium	Delayed
1	G4	LCK	very_long	no_delay	medium	Delayed
1	G4	PSM	long	no_delay	medium	OnTime
1	G4	VPS	very_long	short	medium	Delayed
1	G7	BDL	no_delay	no_delay	no_delay	OnTime
1	G7	FSD	very_long	very_long	very_long	Delayed
1	G7	PSC	medium	no_delay	short	OnTime
1	G7	XNA	very_long	no_delay	very_long	Delayed
1	MQ	ABQ	very_long	short	long	Delayed
1	MQ	BNA	very_long	long	very_long	Delayed
1	MQ	FSD	very_long	medium	long	Delayed
1	MQ	IAH	very_long	long	very_long	Delayed
1	MQ	SCE	very_long	long	long	Delayed
1	MQ	SDF	very_long	long	very_long	Delayed
1	MQ	SPS	very_long	medium	very_long	Delayed
1	NK	ATL	very_long	very_long	very_long	Delayed
1	NK	IAG	medium	no_delay	short	OnTime
1	OH	AGS	very_long	medium	very_long	Delayed
1	OO	BOS	very_long	no_delay	long	Delayed
1	OO	BQK	very_long	long	medium	Delayed
1	OO	BWI	very_long	long	long	Delayed
1	OO	CGI	very_long	no_delay	long	Delayed
1	OO	CHA	very_long	very_long	medium	Delayed
1	OO	FWA	very_long	very_long	very_long	Delayed
1	OO	HSV	very_long	no_delay	very_long	Delayed
1	OO	JAN	very_long	very_long	very_long	Delayed
1	OO	PIA	very_long	very_long	very_long	Delayed
1	OO	SBP	very_long	very_long	very_long	Delayed
1	OO	SGU	very_long	long	very_long	Delayed
1	OO	SNA	very_long	medium	very_long	Delayed
1	OO	SWF	very_long	long	short	Delayed
1	PT	BTV	very_long	medium	medium	Delayed
1	PT	ISP	very_long	very_long	medium	Delayed
1	PT	LEX	very_long	long	very_long	Delayed
1	PT	MHT	very_long	medium	very_long	Delayed
1	PT	MKE	very_long	no_delay	long	Delayed
1	PT	MOB	very_long	long	very_long	Delayed
1	QX	PHX	very_long	very_long	long	Delayed
1	QX	PSP	very_long	long	medium	Delayed
1	QX	RNO	very_long	short	long	Delayed
1	UA	BDL	very_long	medium	very_long	Delayed
1	UA	CLE	very_long	short	very_long	Delayed
1	UA	DFW	very_long	very_long	very_long	Delayed
1	UA	DLH	very_long	no_delay	medium	Delayed
1	UA	ICT	long	no_delay	short	OnTime
1	UA	MFR	very_long	no_delay	short	Delayed
1	UA	SNA	very_long	short	very_long	Delayed
1	WN	DCA	very_long	very_long	very_long	Delayed
1	WN	ELP	very_long	short	long	Delayed
1	WN	HOU	nan	very_long	very_long	Delayed
1	WN	HRL	very_long	no_delay	very_long	Delayed
1	WN	IAD	very_long	no_delay	long	Delayed
1	WN	MCI	very_long	medium	very_long	Delayed
1	WN	PVD	very_long	long	very_long	Delayed
1	WN	RDU	very_long	no_delay	very_long	Delayed
1	WN	SNA	very_long	no_delay	long	Delayed
1	YV	BTR	very_long	very_long	long	Delayed
1	YV	FLG	very_long	no_delay	no_delay	Delayed
1	YV	GSP	very_long	medium	no_delay	Delayed
1	YX	BDL	very_long	short	long	Delayed
1	YX	BOS	very_long	very_long	very_long	Delayed
1	YX	DAY	no_delay	no_delay	no_delay	OnTime
1	YX	EYW	very_long	long	very_long	Delayed
1	YX	LEX	very_long	no_delay	short	Delayed
1	YX	LIT	medium	no_delay	medium	OnTime
1	YX	ORF	very_long	no_delay	long	Delayed
1	YX	TUS	no_delay	no_delay	no_delay	OnTime
1	ZW	CRW	very_long	no_delay	long	Delayed
1	ZW	LAN	very_long	no_delay	long	Delayed
1	ZW	MLI	long	no_delay	long	OnTime
1	ZW	RAP	medium	no_delay	no_delay	OnTime
1	ZW	RST	very_long	no_delay	very_long	Delayed
1	ZW	STL	very_long	medium	long	Delayed
12	9E	EVV	very_long	short	medium	Delayed
12	9E	FAR	very_long	very_long	very_long	Delayed
12	9E	GNV	very_long	long	very_long	Delayed
12	9E	IAD	very_long	very_long	very_long	Delayed
12	9E	LGA	nan	very_long	nan	Delayed
12	9E	RSW	very_long	no_delay	medium	Delayed
12	9E	TVC	long	no_delay	no_delay	OnTime
12	AA	DSM	very_long	no_delay	long	Delayed
12	AA	DTW	very_long	medium	very_long	Delayed
12	AA	GSP	very_long	no_delay	medium	Delayed
12	AA	PSP	very_long	medium	very_long	Delayed
12	AA	SMF	very_long	long	very_long	Delayed
12	AS	LAX	nan	very_long	very_long	Delayed
12	AS	SAN	very_long	short	very_long	Delayed
12	AX	ALB	very_long	medium	medium	Delayed
12	AX	DTW	very_long	no_delay	medium	Delayed
12	AX	IDA	very_long	no_delay	very_long	Delayed
12	AX	RAP	very_long	long	very_long	Delayed
12	AX	STL	very_long	no_delay	very_long	Delayed
12	B6	ATL	very_long	short	very_long	Delayed
12	B6	BWI	very_long	no_delay	very_long	Delayed
12	B6	LAX	nan	long	very_long	Delayed
12	C5	BDL	long	no_delay	no_delay	OnTime
12	C5	DTW	very_long	no_delay	medium	Delayed
12	C5	GSP	very_long	no_delay	short	Delayed
12	DL	ANC	very_long	no_delay	long	Delayed
12	DL	BZN	very_long	medium	long	Delayed
12	DL	GEG	very_long	medium	very_long	Delayed
12	DL	IAD	very_long	medium	very_long	Delayed
12	DL	PHF	medium	no_delay	short	OnTime
12	DL	PVD	very_long	medium	long	Delayed
12	DL	RAP	long	no_delay	medium	OnTime
12	DL	SMF	very_long	medium	very_long	Delayed
12	EV	BDL	long	no_delay	no_delay	OnTime
12	EV	ERI	medium	no_delay	no_delay	OnTime
12	EV	EVV	no_delay	no_delay	no_delay	OnTime
12	EV	LCH	very_long	long	very_long	Delayed
12	EV	PIT	very_long	long	very_long	Delayed
12	F9	BNA	very_long	no_delay	long	Delayed
12	F9	CID	long	no_delay	long	OnTime
12	F9	PBI	very_long	short	very_long	Delayed
12	F9	SJU	very_long	medium	very_long	Delayed
12	G4	BLI	very_long	short	long	Delayed
12	G4	CID	very_long	very_long	very_long	Delayed
12	G4	OGS	very_long	long	medium	Delayed
12	G4	RDM	very_long	very_long	very_long	Delayed
12	G4	SCK	very_long	medium	long	Delayed
12	G4	SMX	medium	no_delay	medium	OnTime
12	G7	LAN	long	no_delay	no_delay	OnTime
12	MQ	ABQ	no_delay	no_delay	no_delay	OnTime
12	MQ	GEG	very_long	no_delay	no_delay	Delayed
12	MQ	GSP	very_long	long	very_long	Delayed
12	MQ	LFT	very_long	no_delay	short	Delayed
12	MQ	SBA	very_long	medium	long	Delayed
12	NK	IND	very_long	medium	very_long	Delayed
12	NK	PHX	very_long	short	very_long	Delayed
12	OH	BOS	very_long	medium	long	Delayed
12	OH	OMA	very_long	long	long	Delayed
12	OH	SDF	very_long	very_long	very_long	Delayed
12	OO	ASE	nan	very_long	very_long	Delayed
12	OO	BJI	very_long	very_long	long	Delayed
12	OO	BOI	nan	very_long	very_long	Delayed
12	OO	COD	medium	no_delay	no_delay	OnTime
12	OO	PBG	very_long	no_delay	long	Delayed
12	OO	PIH	very_long	very_long	long	Delayed
12	OO	TWF	very_long	very_long	medium	Delayed
12	PT	HTS	very_long	medium	long	Delayed
12	PT	ISP	very_long	long	long	Delayed
12	QX	BOI	very_long	medium	very_long	Delayed
12	QX	DAL	very_long	no_delay	long	Delayed
12	QX	EAT	very_long	medium	very_long	Delayed
12	QX	GTF	very_long	no_delay	medium	Delayed
12	QX	HLN	very_long	medium	medium	Delayed
12	QX	RNO	very_long	long	very_long	Delayed
12	QX	SAN	very_long	medium	very_long	Delayed
12	QX	SNA	very_long	medium	long	Delayed
12	UA	BWI	very_long	long	very_long	Delayed
12	UA	CLT	very_long	medium	medium	Delayed
12	UA	HDN	very_long	no_delay	short	Delayed
12	WN	BDL	very_long	medium	very_long	Delayed
12	WN	BOS	nan	very_long	very_long	Delayed
12	WN	CHS	very_long	short	very_long	Delayed
12	WN	GEG	very_long	no_delay	very_long	Delayed
12	WN	HRL	very_long	long	very_long	Delayed
12	WN	MSY	nan	long	very_long	Delayed
12	YV	COS	no_delay	no_delay	no_delay	OnTime
12	YV	CVG	very_long	no_delay	medium	Delayed
12	YV	FAT	very_long	long	medium	Delayed
12	YV	GJT	no_delay	no_delay	no_delay	OnTime
12	YV	GSO	very_long	short	long	Delayed
12	YV	LIT	very_long	medium	medium	Delayed
12	YV	MRY	very_long	no_delay	very_long	Delayed
12	YV	MSY	very_long	long	medium	Delayed
12	YV	TUL	very_long	no_delay	medium	Delayed
12	YX	BRO	no_delay	no_delay	no_delay	OnTime
12	YX	GEG	medium	no_delay	short	OnTime
12	YX	LGA	nan	very_long	nan	Delayed
12	YX	PNS	long	no_delay	medium	OnTime
12	YX	RDU	very_long	long	very_long	Delayed
12	YX	ROC	very_long	short	very_long	Delayed
12	YX	TYS	very_long	no_delay	long	Delayed
12	ZW	BHM	very_long	no_delay	medium	Delayed
12	ZW	COS	very_long	medium	medium	Delayed
12	ZW	MDT	very_long	no_delay	no_delay	Delayed
12	ZW	MEM	very_long	short	long	Delayed
12	ZW	MKE	very_long	short	very_long	Delayed
12	ZW	MSN	no_delay	no_delay	no_delay	OnTime
12	ZW	PWM	very_long	no_delay	long	Delayed
12	ZW	RDU	very_long	medium	long	Delayed
12	ZW	TVC	very_long	no_delay	very_long	Delayed
11	9E	ABE	long	no_delay	no_delay	OnTime
11	9E	EYW	very_long	no_delay	no_delay	Delayed
11	9E	FSD	no_delay	no_delay	no_delay	OnTime
11	9E	LEX	very_long	medium	very_long	Delayed
11	9E	MBS	very_long	medium	long	Delayed
11	9E	MHT	very_long	no_delay	short	Delayed
11	9E	STL	very_long	no_delay	long	Delayed
11	AA	ATL	very_long	very_long	very_long	Delayed
11	AA	AUS	very_long	very_long	very_long	Delayed
11	AA	GSP	very_long	no_delay	long	Delayed
11	AA	KOA	long	no_delay	medium	OnTime
11	AA	LBB	very_long	long	very_long	Delayed
11	AA	MKE	very_long	no_delay	very_long	Delayed
11	AA	PNS	very_long	no_delay	medium	Delayed
11	AA	XNA	very_long	no_delay	long	Delayed
11	AS	DFW	very_long	no_delay	very_long	Delayed
11	AS	MKE	long	no_delay	medium	OnTime
11	AS	OMA	long	no_delay	short	OnTime
11	AS	SCC	very_long	long	long	Delayed
11	AX	BUF	very_long	no_delay	short	Delayed
11	AX	FNT	very_long	long	long	Delayed
11	AX	GUC	very_long	no_delay	short	Delayed
11	AX	LAN	no_delay	no_delay	no_delay	OnTime
11	B6	DCA	very_long	no_delay	very_long	Delayed
11	B6	IAH	very_long	no_delay	medium	Delayed
11	B6	PBI	very_long	no_delay	very_long	Delayed
11	B6	ROC	very_long	no_delay	medium	Delayed
11	C5	BUF	very_long	no_delay	very_long	Delayed
11	DL	BOS	nan	long	very_long	Delayed
11	DL	FAI	very_long	no_delay	long	Delayed
11	DL	ONT	very_long	short	long	Delayed
11	DL	PHX	very_long	very_long	very_long	Delayed
11	DL	SAV	very_long	no_delay	medium	Delayed
11	DL	SMF	very_long	no_delay	very_long	Delayed
11	EV	DFW	long	no_delay	long	OnTime
11	EV	MLU	medium	no_delay	medium	OnTime
11	EV	SYR	very_long	no_delay	very_long	Delayed
11	F9	MCI	very_long	no_delay	short	Delayed
11	F9	TYS	long	no_delay	long	OnTime
11	F9	XNA	no_delay	no_delay	no_delay	OnTime
11	G4	IDA	very_long	no_delay	long	Delayed
11	G4	LIT	long	no_delay	medium	OnTime
11	G4	OMA	very_long	no_delay	short	Delayed
11	G4	RDM	very_long	short	long	Delayed
11	G4	SMX	very_long	no_delay	long	Delayed
11	G4	TOL	very_long	no_delay	no_delay	Delayed
11	G4	TVC	very_long	no_delay	long	Delayed
11	G7	DSM	very_long	long	long	Delayed
11	G7	JAX	very_long	no_delay	medium	Delayed
11	G7	MSN	very_long	no_delay	very_long	Delayed
11	MQ	BUF	very_long	medium	very_long	Delayed
11	MQ	CID	very_long	medium	very_long	Delayed
11	MQ	IAH	very_long	no_delay	long	Delayed
11	MQ	LBB	no_delay	no_delay	no_delay	OnTime
11	MQ	LFT	long	short	medium	OnTime
11	MQ	MQT	very_long	very_long	long	Delayed
11	MQ	ORD	nan	very_long	nan	Delayed
11	MQ	PVD	very_long	medium	very_long	Delayed
11	MQ	SPS	very_long	long	long	Delayed
11	NK	ATL	very_long	medium	very_long	Delayed
11	OH	AVL	very_long	long	very_long	Delayed
11	OH	AVP	very_long	no_delay	medium	Delayed
11	OH	BHM	very_long	no_delay	very_long	Delayed
11	OH	ILM	very_long	short	very_long	Delayed
11	OH	LEX	very_long	no_delay	long	Delayed
11	OH	LYH	very_long	no_delay	medium	Delayed
11	OH	PVD	very_long	long	very_long	Delayed
11	OO	ATL	nan	very_long	very_long	Delayed
11	OO	ATW	very_long	long	very_long	Delayed
11	OO	AVP	very_long	very_long	very_long	Delayed
11	OO	CAK	very_long	medium	very_long	Delayed
11	OO	COS	very_long	no_delay	very_long	Delayed
11	OO	FAR	very_long	medium	very_long	Delayed
11	OO	INL	long	medium	medium	OnTime
11	OO	MKE	very_long	long	very_long	Delayed
11	OO	OTH	very_long	long	no_delay	Delayed
11	OO	PUB	very_long	no_delay	very_long	Delayed
11	OO	RNO	very_long	medium	very_long	Delayed
11	OO	SAF	very_long	short	very_long	Delayed
11	PT	ABE	very_long	short	long	Delayed
11	PT	AGS	very_long	short	very_long	Delayed
11	PT	CAE	very_long	medium	very_long	Delayed
11	PT	CLT	nan	long	very_long	Delayed
11	PT	ILM	very_long	no_delay	medium	Delayed
11	PT	LEX	very_long	no_delay	very_long	Delayed
11	QX	ONT	no_delay	no_delay	no_delay	OnTime
11	QX	STS	very_long	very_long	long	Delayed
11	UA	MEM	very_long	no_delay	very_long	Delayed
11	WN	AMA	very_long	long	long	Delayed
11	WN	HOU	nan	very_long	very_long	Delayed
11	WN	ONT	very_long	short	very_long	Delayed
